cf_c',10,20,30,45,60
0.1,0.263,0.25,0.235,0.221,0.208
0.15,0.243,0.229,0.214,0.199,0.184
0.2,0.225,0.211,0.196,0.18,0.166
0.25,0.213,0.198,0.183,0.168,0.155
0.3,0.202,0.187,0.174,0.16,0.149
0.35,0.193,0.1795,0.167,0.1545,0.1455
0.4,0.187,0.174,0.162,0.1515,0.1425
