flap_span_wing_span,0,0.2,0.4,0.6,0.8,1
0.1,0.37,0.26,0.19,0.15,0.12,0.1
0.2,0.67,0.47,0.36,0.28,0.23,0.2
0.3,0.9,0.65,0.51,0.41,0.35,0.3
0.4,1.6,0.79,0.63,0.53,0.45,0.4
0.5,1.17,0.91,0.74,0.64,0.56,0.5
0.6,1.25,0.99,0.83,0.73,0.66,0.6
0.7,1.1,1.06,0.92,0.82,0.75,0.7
0.8,1.33,1.11,0.98,0.9,0.85,0.8
0.9,1.34,1.14,1.03,0.97,0.93,0.9
1,1.34,1.16,1.06,1.02,1.01,1
