beta_A = 6,0.2,0.3,0.4,0.5,0.6
0,0.24,0.24,0.24,0.24,0.24
10,0.25,0.24,0.235,0.23,0.225
20,0.28,0.27,0.255,0.245,0.235
30,0.325,0.305,0.29,0.27,0.25
40,0.38,0.355,0.325,0.3,0.275
50,0.445,0.405,0.37,0.335,0.3
