mass [kg],skin thickness [mm],stringer thickness [mm],stringer cross-section area [mm2],frame cross-section area [mm2],stringer pitch [mm],frame pitch [mm],stringer/frame material,skin material,stress margin [%]
81.28217789141354,1.3000000000000003,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,727038.7565036921
82.19827824136217,1.3000000000000003,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,260911.36199369497
82.21164779227392,1.2000000000000004,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,242561.9071170605
82.35756406545045,1.4000000000000004,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,37832.618037544366
83.11309501325002,1.3000000000000003,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,260911.36199369497
83.12646456416176,1.2000000000000004,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,242561.9071170605
83.27238083733829,1.4000000000000004,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,37832.618037544366
83.5996559030018,1.4000000000000004,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,37161.73738691415
84.6750420770387,1.5000000000000004,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,51035.5760634931
85.58985884892654,1.5000000000000004,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,51035.5760634931
85.85754532891353,1.3000000000000003,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,260911.36199369497
85.87091487982528,1.2000000000000004,0.8,40.0,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,242561.9071170605
86.0168311530018,1.4000000000000004,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,37832.618037544366
86.93293150295044,1.4000000000000004,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,278774.437080399
86.94630105386217,1.3000000000000003,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,262241.5812292898
87.0922173270387,1.5000000000000004,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,51712.990413440675
87.84774827483828,1.4000000000000004,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,278774.437080399
87.86111782575001,1.3000000000000003,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,262241.5812292898
88.00703409892654,1.5000000000000004,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,51712.990413440675
88.33430916459005,1.5000000000000004,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,51035.5760634931
89.40969533862695,1.6000000000000005,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,74385.85692123485
90.32451211051479,1.6000000000000005,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,74385.85692123485
90.5921985905018,1.4000000000000004,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,278774.437080399
90.60556814141353,1.3000000000000003,0.8,40.0,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,262241.5812292898
90.75148441459005,1.5000000000000004,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,51712.990413440675
91.66758476453869,1.5000000000000004,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,294395.5470593942
91.68095431545044,1.4000000000000004,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,280105.4116253004
91.82687058862695,1.6000000000000005,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,75074.2086130297
92.58240153642653,1.5000000000000004,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,294395.5470593942
92.59577108733828,1.4000000000000004,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,280105.4116253004
92.74168736051479,1.6000000000000005,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,75074.2086130297
93.0689624261783,1.6000000000000005,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,74385.85692123485
94.14434860021521,1.7000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,121899.33377699174
95.05916537210305,1.7000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,121899.33377699174
95.32685185209004,1.5000000000000004,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,294395.5470593942
95.34022140300179,1.4000000000000004,0.8,40.0,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,280105.4116253004
95.4861376761783,1.6000000000000005,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,75074.2086130297
96.40223802612694,1.6000000000000005,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,307291.7193117517
96.41560757703868,1.5000000000000004,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,295726.92442205123
96.56152385021521,1.7000000000000006,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,122609.86027837337
97.31705479801478,1.6000000000000005,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,307291.7193117517
97.33042434892653,1.5000000000000004,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,295726.92442205123
97.47634062210305,1.7000000000000006,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,122609.86027837337
97.80361568776657,1.7000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,121899.33377699174
98.87900186180346,1.8000000000000007,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,271857.11501182645
99.7938186336913,1.8000000000000007,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,271857.11501182645
100.0615051136783,1.6000000000000005,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,307291.7193117517
100.07487466459004,1.5000000000000004,0.8,40.0,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,295726.92442205123
100.22079093776657,1.7000000000000006,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,122609.86027837337
101.1368912877152,1.7000000000000006,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,316898.6817882049
101.15026083862693,1.6000000000000005,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,308623.13344866654
101.29617711180346,1.8000000000000007,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,272637.4917500008
102.05170805960304,1.7000000000000006,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,316898.6817882049
102.06507761051478,1.6000000000000005,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,308623.13344866654
102.2109938836913,1.8000000000000007,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,272637.4917500008
102.53826894935482,1.8000000000000007,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,271857.11501182645
103.61365512339172,1.9000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,367736.41528531513
104.52847189527957,1.9000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,367736.41528531513
104.79615837526656,1.7000000000000006,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,316898.6817882049
104.80952792617829,1.6000000000000005,0.8,40.0,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,308623.13344866654
104.95544419935482,1.8000000000000007,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,272637.4917500008
105.87154454930345,1.8000000000000007,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,322533.1200527733
105.8849141002152,1.7000000000000006,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,318229.74606111686
106.03083037339172,1.9000000000000006,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,368555.4488935216
106.7863613211913,1.8000000000000007,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,322533.1200527733
106.79973087210304,1.7000000000000006,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,318229.74606111686
106.94564714527957,1.9000000000000006,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,368555.4488935216
107.27292221094308,1.9000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,367736.41528531513
108.34830838498,2.000000000000001,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,390495.814940431
109.26312515686784,2.000000000000001,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,390495.814940431
109.5308116368548,1.8000000000000007,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,322533.1200527733
109.54418118776655,1.7000000000000006,0.8,40.0,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,318229.74606111686
109.69009746094308,1.9000000000000006,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,368555.4488935216
110.60619781089171,1.9000000000000006,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,323331.2453055666
110.61956736180345,1.8000000000000007,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,323863.4173386911
110.76548363498,2.000000000000001,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,391317.7592929223
111.52101458277956,1.9000000000000006,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,323331.2453055666
111.53438413369129,1.8000000000000007,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,323863.4173386911
111.68030040686784,2.000000000000001,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,391317.7592929223
112.00757547253136,2.000000000000001,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,390495.814940431
113.08296164656825,2.1000000000000005,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,412894.1343081093
113.9977784184561,2.1000000000000005,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,412894.1343081093
114.26546489844307,1.9000000000000006,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,323331.2453055666
114.2788344493548,1.8000000000000007,0.8,40.0,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,323863.4173386911
114.42475072253136,2.000000000000001,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,391317.7592929223
115.34085107247999,2.000000000000001,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,318140.68308997905
115.35422062339171,1.9000000000000006,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,324660.31338815857
115.50013689656825,2.1000000000000005,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,413718.59624415
116.25566784436784,2.000000000000001,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,318140.68308997905
116.26903739527955,1.9000000000000006,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,324660.31338815857
116.41495366845609,2.1000000000000005,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,413718.59624415
116.7422287341196,2.1000000000000005,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,412894.1343081093
117.81761490815649,2.2000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,434845.82165316836
118.73243168004433,2.2000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,434845.82165316836
119.00011816003135,2.000000000000001,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,318140.68308997905
119.01348771094307,1.9000000000000006,0.8,40.0,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,324660.31338815857
119.1594039841196,2.1000000000000005,0.8,40.0,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,413718.59624415
120.07550433406824,2.1000000000000005,0.8,29.999999999999996,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,305310.2831122435
120.08887388497999,2.000000000000001,0.8,40.0,59.99999999999999,100.0,500.0,AA2024-T3,AA2024-T3,319467.9915696446
120.23479015815649,2.2000000000000006,0.8,40.0,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,435672.4189863322
120.99032110595608,2.1000000000000005,0.8,29.999999999999996,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,305310.2831122435
121.00369065686783,2.000000000000001,0.8,40.0,59.99999999999999,100.0,400.0,AA2024-T3,AA2024-T3,319467.9915696446
121.14960693004433,2.2000000000000006,0.8,40.0,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,435672.4189863322
121.47688199570784,2.2000000000000006,0.8,29.999999999999996,59.99999999999999,200.0,300.0,AA2024-T3,AA2024-T3,434845.82165316836
122.55226816974476,2.3000000000000007,0.8,29.999999999999996,59.99999999999999,200.0,500.0,AA2024-T3,AA2024-T3,456263.97550176654
123.4670849416326,2.3000000000000007,0.8,29.999999999999996,59.99999999999999,200.0,400.0,AA2024-T3,AA2024-T3,456263.97550176654
123.7347714216196,2.1000000000000005,0.8,29.999999999999996,59.99999999999999,100.0,300.0,AA2024-T3,AA2024-T3,305310.2831122435
