mass [kg],skin thickness [mm],stringer thickness [mm],stringer cross-section area [mm2],frame cross-section area [mm2],stringer pitch [mm],frame pitch [mm],stringer/frame material,skin material,stress margin [%]
18.882407016040435,0.3,0.9000000000000001,14.999999999999998,20.0,260.0,599.9999999999999,AA2024-T3,AA2024-T3,1194.7382591572496
18.882407016040435,0.3,0.9000000000000001,14.999999999999998,20.0,260.0,549.9999999999999,AA2024-T3,AA2024-T3,1194.7382591572496
18.928362877503048,0.3,0.9000000000000001,14.999999999999998,20.0,280.0,449.99999999999994,AA2024-T3,AA2024-T3,1092.8637277298133
18.928362877503048,0.3,0.8,14.999999999999998,20.0,280.0,499.99999999999994,AA2024-T3,AA2024-T3,1092.8637277298133
18.928362877503048,0.3,0.8,14.999999999999998,20.0,280.0,449.99999999999994,AA2024-T3,AA2024-T3,1092.8637277298133
18.928362877503048,0.3,0.9000000000000001,14.999999999999998,20.0,280.0,499.99999999999994,AA2024-T3,AA2024-T3,1092.8637277298133
18.933946912928274,0.3,0.9000000000000001,10.0,20.0,240.00000000000003,350.0,AA2024-T3,AA2024-T3,1031.1028683215388
18.933946912928274,0.3,0.8,10.0,20.0,240.00000000000003,350.0,AA2024-T3,AA2024-T3,1031.1028683215388
18.965942685827823,0.3,0.8,14.999999999999998,20.0,220.00000000000003,649.9999999999999,AA2024-T3,AA2024-T3,1436.9329121457029
18.965942685827823,0.3,0.8,14.999999999999998,20.0,220.00000000000003,700.0,AA2024-T3,AA2024-T3,1436.9329121457029
18.965942685827823,0.3,0.9000000000000001,14.999999999999998,20.0,220.00000000000003,649.9999999999999,AA2024-T3,AA2024-T3,1436.9329121457029
18.965942685827823,0.3,0.9000000000000001,14.999999999999998,20.0,220.00000000000003,749.9999999999999,AA2024-T3,AA2024-T3,1436.9329121457029
18.965942685827823,0.3,0.9000000000000001,14.999999999999998,20.0,220.00000000000003,700.0,AA2024-T3,AA2024-T3,978.8109761670013
18.965942685827823,0.3,0.8,14.999999999999998,20.0,220.00000000000003,749.9999999999999,AA2024-T3,AA2024-T3,1436.9329121457029
19.011898547290436,0.3,0.8,14.999999999999998,20.0,240.00000000000003,599.9999999999999,AA2024-T3,AA2024-T3,1301.387694031674
19.011898547290436,0.3,0.9000000000000001,14.999999999999998,20.0,240.00000000000003,599.9999999999999,AA2024-T3,AA2024-T3,1301.387694031674
19.011898547290436,0.3,0.8,14.999999999999998,20.0,240.00000000000003,549.9999999999999,AA2024-T3,AA2024-T3,1301.387694031674
19.011898547290436,0.3,0.9000000000000001,14.999999999999998,20.0,240.00000000000003,549.9999999999999,AA2024-T3,AA2024-T3,1301.387694031674
19.01469056500305,0.3,0.9000000000000001,10.0,20.0,180.00000000000003,499.99999999999994,AA2024-T3,AA2024-T3,1453.280546373275
19.01469056500305,0.3,0.9000000000000001,10.0,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,1453.280546373275
19.01469056500305,0.3,0.8,10.0,20.0,180.00000000000003,499.99999999999994,AA2024-T3,AA2024-T3,1453.280546373275
19.01469056500305,0.3,0.8,10.0,20.0,180.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,1453.280546373275
19.055062391040437,0.3,0.8,10.0,20.0,160.00000000000003,599.9999999999999,AA2024-T3,AA2024-T3,1674.763152784184
19.055062391040437,0.3,0.8,10.0,20.0,160.00000000000003,549.9999999999999,AA2024-T3,AA2024-T3,1674.763152784184
19.055062391040437,0.3,0.9000000000000001,10.0,20.0,160.00000000000003,599.9999999999999,AA2024-T3,AA2024-T3,1674.763152784184
19.055062391040437,0.3,0.9000000000000001,10.0,20.0,160.00000000000003,549.9999999999999,AA2024-T3,AA2024-T3,1674.763152784184
19.060646426465663,0.3,0.9000000000000001,10.0,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,1282.6679030350451
19.060646426465663,0.3,0.8,10.0,20.0,200.0,399.99999999999994,AA2024-T3,AA2024-T3,1282.6679030350451
19.106602287928276,0.3,0.9000000000000001,10.0,20.0,220.00000000000003,350.0,AA2024-T3,AA2024-T3,1142.4656294467536
19.106602287928276,0.3,0.8,10.0,20.0,220.00000000000003,350.0,AA2024-T3,AA2024-T3,1142.4656294467536
19.181761904577822,0.3,0.8,10.0,20.0,140.0,749.9999999999999,AA2024-T3,AA2024-T3,1969.441372319259
19.181761904577822,0.3,0.8,10.0,20.0,140.0,700.0,AA2024-T3,AA2024-T3,1969.441372319259
19.181761904577822,0.3,0.8,10.0,20.0,140.0,649.9999999999999,AA2024-T3,AA2024-T3,1969.441372319259
19.181761904577822,0.3,0.9000000000000001,20.0,20.0,280.0,700.0,AA2024-T3,AA2024-T3,1325.919497793508
19.181761904577822,0.3,0.8,20.0,20.0,280.0,749.9999999999999,AA2024-T3,AA2024-T3,1325.919497793508
